GPK;ATC;HoofdGroep;SubGroep;Generiek;Product;Etiket;Vorm;Route;Sterkte;Eenheid;StandDose;DoseEenheid;Indicaties;InFormDb
54380;N05CD08;PSYCHOLEPTICA;HYPNOTICA EN SEDATIVA;MIDAZOLAM;DORMICUM 15 MG TABLET;MIDAZOLAM 15MG TABLET;tablet;or;15.00;mg/stuk;15.00;mg;Premedicatie vóór inleiding van anesthesie||Procedurele sedatie||Sedatie op de IC||Status epilepticus||Dyspnoe in de palliatieve fase||Angst en depressie in de palliatieve fase;54380
104728;C01CA17;CARDIACA;HARTSTIMULANTIA, EXCLUSIEF HARTGLYCOSIDEN;MIDODRINE;GUTRON 5 MG TABLET;MIDODRINE 5MG TABLET;tablet;or;5.00;mg/stuk;2.50;mg;(Orthostatische) hypotensie;104728
77348;C01CE02;CARDIACA;HARTSTIMULANTIA, EXCLUSIEF HARTGLYCOSIDEN;MILRINON;MILRINON 1 MG/ML AMPUL 10ML;MILRINON 1MG/ML INJVLST;injectievloeistof;iv;1.00;mg/ml;1.00;mg;Ernstig hartfalen, behandeling van een 'low-output state' volgend op hartchirurgie;77348
71064;J01AA08;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;TETRACYCLINES;MINOCYCLINE;MINOCYCLINE 50 MG TABLET;MINOCYCLINE 50MG TABLET;tablet;or;50.00;mg/stuk;50.00;mg;Infecties||Ernstig acne vulgaris;71064
81728;J01AA08;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;TETRACYCLINES;MINOCYCLINE;MINOCYCLINE 100 MG TABLET OMHULD;MINOCYCLINE 100MG TABLET;tablet;or;100.00;mg/stuk;100.00;mg;Infecties||Ernstig acne vulgaris;81728
41858;C02DC01;ANTIHYPERTENSIVA;MIDDELEN AANGRIJPEND OP DE GLADDE SPIEREN V.D. ARTERIOLEN;MINOXIDIL;LONNOTEN 10 MG TABLET;MINOXIDIL 10MG TABLET;tablet;or;10.00;mg/stuk;5.00;mg;Hypertensie;41858
90891;L01XX23;ONCOLYTICA;OVERIGE ONCOLYTICA;MITOTAAN;LYSODREN 500 MG TABLET;MITOTAAN 500MG TABLET;tablet;or;500.00;mg/stuk;500.00;mg;Bijnierschorscarcinoom;90891
55417;L01DB07;ONCOLYTICA;CYTOTOXISCHE ANTIBIOTICA  EN VERWANTE VERBINDINGEN;MITOXANTRON;MITOXANTRON 20 MG = 10 ML FLACON;MITOXANTRON 2MG/ML INF CONC;concentraat voor oplossing voor infusie;iv;2.00;mg/ml;2.00;mg;Oncologische aandoeningen;55417
92150;M03AC10;SPIERRELAXANTIA;PERIFEER WERKENDE SPIERRELAXANTIA;MIVACURIUM;MIVACRON 2MG/ML AMPUL 10ML;MIVACURIUM 2MG/ML INJVLST;injectievloeistof;iv;2.00;mg/ml;2.00;mg;Verslapping van skeletspieren||Endotracheale intubatie;92150
102164;R06AX25;ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK;ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK;MIZOLASTINE;MIZOLLEN 10 MG TABLET MGA (RETARD);MIZOLASTINE 10MG TABLET MGA;tablet met gereguleerde afgifte;or;10.00;mg/stuk;10.00;mg; Allergische rhinoconjunctivitis en urticaria;102164
104922;R01AD09;MIDDELEN VOOR NASAAL GEBRUIK;DECONGESTIVA EN ANDERE LOKALE MIDDELEN VOOR NASAAL GEBRUIK;MOMETASON;NASONEX 50 NEUSSPRAY 140 DOSES;MOMETASON 50UG/DO NEUSSPRAY;neusspray;nasaal;50.00;mcg/dose;50.00;mcg;Allergische rhinitis;104922
100773;D07AC13;DERMATOLOGISCHE CORTICOSTEROIDEN;ENKELVOUDIGE CORTICOSTEROIDEN;MOMETASON;ELOCON LOTION 1MG/G OPL 100 ML;MOMETASON 1MG/G OPL CUTAAN;oplossing voor cutaan gebruik;cutaan;1.00;mg/gr;1.00;mg;Constitutioneel eczeem;100773
100765;D07AC13;DERMATOLOGISCHE CORTICOSTEROIDEN;ENKELVOUDIGE CORTICOSTEROIDEN;MOMETASON;ELOCON 1 MG/G VET W-EMU ZALF 30G;MOMETASON 1MG/G ZALF;zalf;cutaan;1.00;mg/gr;1.00;mg;Constitutioneel eczeem;100765
131512;R03DC03;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR SYSTEMISCH GEBRUIK;MONTELUKAST;SINGULAIR 4 MG GRANULAAT IN SACHET;MONTELUKAST 4MG GRANULAAT;granulaat;or;4.00;mg/stuk;4.00;mg;Adjuvans onderhoudsbehandeling astma bij atopische patienten;131512
116610;R03DC03;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR SYSTEMISCH GEBRUIK;MONTELUKAST;SINGULAIR 4 MG KAUWTABLET;MONTELUKAST 4MG KAUWTABLET;kauwtablet;or;4.00;mg/stuk;4.00;mg;Adjuvans onderhoudsbehandeling astma bij atopische patienten;116610
105961;R03DC03;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR SYSTEMISCH GEBRUIK;MONTELUKAST;MONTELUKAST 5 MG KAUWTABLET;MONTELUKAST 5MG KAUWTABLET;kauwtablet;or;5.00;mg/stuk;5.00;mg;Adjuvans onderhoudsbehandeling astma bij atopische patienten;105961
105953;R03DC03;MIDDELEN BIJ ASTMA/COPD;OVERIGE MIDDELEN BIJ ASTMA/COPD VOOR SYSTEMISCH GEBRUIK;MONTELUKAST;MONTELUKAST 10 MG TABLET OMHULD;MONTELUKAST 10MG TAB OMHULD;omhulde tablet;or;10.00;mg/stuk;10.00;mg;Adjuvans onderhoudsbehandeling astma bij atopische patienten;105953
122653;N02AA01;ANALGETICA;OPIOIDEN;MORFINE;ORAMORPH 2 MG/ML FLACON 5ML;MORFINE 2MG/ML DRANK (SULF);drank;or;2.00;mg/ml;2.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;122653
122661;N02AA01;ANALGETICA;OPIOIDEN;MORFINE;ORAMORPH 6 MG/ML FLACON 5ML;MORFINE 6MG/ML DRANK (SULF);drank;or;6.00;mg/ml;6.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;122661
122645;N02AA01;ANALGETICA;OPIOIDEN;MORFINE;ORAMORPH DRANK 20MG/ML 20ML;MORFINE 20MG/ML DRANK (SUL);drank;or;20.00;mg/ml;20.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;122645
28746;N02AA01;ANALGETICA;OPIOIDEN;MORFINE;MORFINE HCL 10 MG/ML AMPUL 1ML;MORFINE 10MG/ML INJVLST;injectievloeistof;im||iv||sc||intrathec||epidur||intracut;10.00;mg/ml;10.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;28746
140872;N02AA01;ANALGETICA;OPIOIDEN;MORFINE;MORFINESULFAAT 20 MG TABLET;MORFINE 20MG TABLET;tablet;or;20.00;mg/stuk;20.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;140872
54976;N02AA01;ANALGETICA;OPIOIDEN;MORFINE (RETARD);MORFINESULFAAT 10 MG TABL MGA (RETARD);MORFINE 10MG TAB MGA (SULF);tablet met gereguleerde afgifte;or;10.00;mg/stuk;10.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;54976
54984;N02AA01;ANALGETICA;OPIOIDEN;MORFINE (RETARD);MORFINESULFAAT 30 MG TABL MGA (RETARD);MORFINE 30MG TAB MGA (SULF);tablet met gereguleerde afgifte;or;30.00;mg/stuk;30.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;54984
54992;N02AA01;ANALGETICA;OPIOIDEN;MORFINE (RETARD);MORFINESULFAAT 60 MG TABL MGA (RETARD);MORFINE 60MG TAB MGA (SULF);tablet met gereguleerde afgifte;or;60.00;mg/stuk;60.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;54992
55018;N02AA01;ANALGETICA;OPIOIDEN;MORFINE (RETARD);MORFINESULFAAT 100 MG TABL MGA (RETARD);MORFINE 100MG TAB MGA (SUL);tablet met gereguleerde afgifte;or;100.00;mg/stuk;100.00;mg;Ernstige pijn||Ernstige pijn: toediening dmv PCA pomp||Ernstige post-operatieve pijn||Trauma||Chronische pijn;55018
131857;S01AE07;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;ANTIMICROBIELE MIDDELEN;MOXIFLOXACINE;VIGAMOX 5 MG/ML OOGDRUPPELS FLACON 5ML;MOXIFLOXACINE 5MG/ML OOGDRU;oogdruppels;oog;5.00;mg/ml;5.00;mg;Bacteriele conjunctivitis;131857
69280;D06AX09;ANTIMICROBIELE MIDDELEN VOOR DERMATOLOGISCH GEBRUIK;ANTIBIOTICA, LOKALE;MUPIROCINE;BACTROBAN 20 MG/G HUIDZALF 15 GRAM;MUPIROCINE 20MG/G ZALF;zalf;cutaan;20.00;mg/gr;20.00;mg;Huidinfecties||Neusinfectie (waaronder MRSA);69280
101672;L04AA06;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;MYCOFENOLAAT MOFETIL;CELLCEPT 250 MG CAPSULE;MYCOFENOLAAT MOFE 250MG CAP;capsule;or;250.00;mg/stuk;250.00;mg;Profylaxe afstoting niertransplantaat||Profylaxe transplantatieziekte na SCT;101672
107018;L04AA06;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;MYCOFENOLAAT MOFETIL;CELLCEPT 200 MG/ML SUSPENSIE;MYCOFENOLAA MOF 200MG/ML SU;suspensie voor oraal gebruik;or;200.00;mg/ml;200.00;mg;Profylaxe afstoting niertransplantaat||Profylaxe transplantatieziekte na SCT;107018
101680;L04AA06;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;MYCOFENOLAAT MOFETIL;CELLCEPT 500 MG TABLET;MYCOFENOLAAT MOFE 500MG TAB;tablet;or;500.00;mg/stuk;500.00;mg;Profylaxe afstoting niertransplantaat||Profylaxe transplantatieziekte na SCT;101680
115401;L04AA06;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;MYCOFENOLAAT MOFETIL;CELLCEPT 500MG POEDER VOOR INFUUS;MYCOFENOLAAT MOFE 500MG INF;poeder voor oplossing voor infusie;iv;542.05;mg/stuk;542.05;mg;Profylaxe afstoting niertransplantaat||Profylaxe transplantatieziekte na SCT;115401
121665;L04AA06;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;MYCOFENOLZUUR;MYFORTIC 180MG TABLET MSR OMHULD;MYCOFENOLZUUR 180MG TABLET;maagsapresistente tablet;or;192.35;mg/stuk;192.35;mg;Profylaxe afstoting niertransplantaat||Profylaxe transplantatieziekte na SCT;121665
121673;L04AA06;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;MYCOFENOLZUUR;MYFORTIC 360MG TABLET MSR OMHULD;MYCOFENOLZUUR 360MG TABLET;maagsapresistente tablet;or;384.70;mg/stuk;384.70;mg;Profylaxe afstoting niertransplantaat||Profylaxe transplantatieziekte na SCT;121673
103136;B01AB06;ANTITHROMBOTICA;ANTITHROMBOTICA;NADROPARINE;FRAXIPARINE 2850IE/0.3ML WEGWERPSPUIT;NADROPARINE 9500IE/ML INJVL;injectievloeistof;sc;9.500.00;IE/ml;9.500.00;IE;Profylaxe trombo-embolische complicaties||Diep veneuze trombose;103136
108278;B01AB06;ANTITHROMBOTICA;ANTITHROMBOTICA;NADROPARINE;FRAXODI 11400 IE/0,6 ML WEGWERPSPUIT;NADROPARINE 19000IE/ML INJV;injectievloeistof;sc;19.000.00;IE/ml;19.000.00;IE;Profylaxe trombo-embolische complicaties||Diep veneuze trombose;108278
89516;V03AB15;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;NALOXON;NALOXON 0,4 MG/ML INJVLST AMPUL 1 ML;NALOXON 0,4MG/ML INJVLST;injectievloeistof;im||iv||sc;0.40;mg/ml;0.40;mg;Opiaat overdosering, vermoed of bekend||Ademhalingsdepressie tgv toediening opoiden aan moeder binnen 4 uur voor geboorte||Opiaatoverdosering tijdens anaesthesie/ post-operatieve pijnstilling||Jeuk agv terminale lever/nierinsufficientie;89516
17922;M01AE02;ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN;NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.;NAPROXEN;NAPROXEN 250 MG TABLET;NAPROXEN 250MG TABLET;tablet;or;250.00;mg/stuk;125.00;mg;"Juveniele Idiopathische Arthritis (JIA); pijn";17922
51233;M01AE02;ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN;NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.;NAPROXEN;NAPROXEN 500 MG TABLET;NAPROXEN 500MG TABLET;tablet;or;500.00;mg/stuk;250.00;mg;"Juveniele Idiopathische Arthritis (JIA); pijn";51233
10391;M01AE02;ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDDELEN;NIET-STEROIDE ANTI-INFLAMMATOIRE EN ANTIREUMATISCHE MIDD.;NAPROXEN;NAPROXEN 500 MG ZETPIL;NAPROXEN 500MG ZETPIL;zetpil;rect;500.00;mg/stuk;500.00;mg;"Juveniele Idiopathische Arthritis (JIA); pijn";10391
72656;B05CB01;BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN;IRRIGATIEVLOEISTOFFEN;NATRIUMCHLORIDE;NATRIUM CHLORIDE 0.9% 100ML BSP FB99853;NATRIUMCHLOR 9MG/ML BLAASSP;blaasspoeling;intravesic;9.00;mg/ml;9.00;mg;Blaasspoeling;72656
42005;B05BB01;BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN;INTRAVENEUZE OPLOSSINGEN;NATRIUMCHLORIDE;NATRIUM CHLOR 0,65 %  INFUSIEZAK  FREEFLEX 500 ML;NATRIUMCHLOR 6,5MG/ML INFVL;infusievloeistof;iv;6.50;mg/ml;6.50;mg;Vloeistofresuscitatie bij brandwonden||Vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, Isotone en hypotone dehydratie, Herstel van het intravasculaire volume als kortdurende behandeling.;42005
19100;B05BB01;BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN;INTRAVENEUZE OPLOSSINGEN;NATRIUMCHLORIDE;NATRIUM CHLOR 0,9 % FREEFLEX INFUSIEZAK  100 ML;NATRIUMCHLOR 9MG/ML INFVLST;infusievloeistof;iv;9.00;mg/ml;9.00;mg;Vloeistofresuscitatie bij brandwonden||Vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, Isotone en hypotone dehydratie, Herstel van het intravasculaire volume als kortdurende behandeling.;19100
39144;B05BB01;BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN;INTRAVENEUZE OPLOSSINGEN;NATRIUMCHLORIDE;NATRIUM CHLORIDE 0.9% 10ML AMPUL;NATRIUMCHLOR 9MG/ML INJVLST;injectievloeistof;iv||extracorp||nvt;9.00;mg/ml;9.00;mg;Vloeistofresuscitatie bij brandwonden||Vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, Isotone en hypotone dehydratie, Herstel van het intravasculaire volume als kortdurende behandeling.;39144
47848;R01AX10;MIDDELEN VOOR NASAAL GEBRUIK;DECONGESTIVA EN ANDERE LOKALE MIDDELEN VOOR NASAAL GEBRUIK;NATRIUM CHLORIDE NEUSDR;NATRIUM CHLORIDE NEUSDRUPPELS 0,9%          FAGRON;NATRIUM CHLORIDE NEUSDRUPPELS 0,9%          FAGRON;neusdruppels;nasaal;8.00;mg/ml;1.00;dr;Verstopte neus;47848
55328;B05CB01;BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN;IRRIGATIEVLOEISTOFFEN;NATRIUMCHLORIDE;NATRIUM CHLORIDE 0.9% 1000ML SPVL;NATRIUMCHLOR 9MG/ML SPOELVL;spoeling;;9.00;mg/ml;9.00;mg;Blaasspoeling;55328
136468;A06AG01;MIDDELEN BIJ OBSTIPATIE;MIDDELEN BIJ OBSTIPATIE;NATRIUMFOSFATEN;FOSFAATCLYSMA CLYSSIE 120ML;NATRIUMFOSF KLYSMA (CLYSSIE;klysma;rect;123.00;mg/ml;123.00;mg;Hypofosfatemie||Lediging van het rectum, sigmoid en het onderste gedeelte van het colon descendens;136468
15415;A06AG01;MIDDELEN BIJ OBSTIPATIE;MIDDELEN BIJ OBSTIPATIE;NATRIUMFOSFATEN;COLEX  FOSFAATKLYSMA (FLEET);NATRIUMFOSF KLYSMA (COLEX);klysma;rect;160.00;mg/ml;160.00;mg;Hypofosfatemie||Lediging van het rectum, sigmoid en het onderste gedeelte van het colon descendens;15415
116491;A12CE02;MINERAALSUPPLEMENTEN;OVERIGE MINERAALSUPPLEMENTEN;NATRIUMSELENIET;SELENASE INJECTIEVLST (500 MCG SE/10ML);NATRIUMSELENIE 166UG/ML INJ;injectievloeistof;im||iv;166.00;mcg/ml;166.00;mcg;Deficientie||Onderhoudsbehoefte seleen in TPV;116491
39314;B05BB01;BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN;INTRAVENEUZE OPLOSSINGEN;NATRIUMWATERSTOFCARBONAAT;NATRIUMBICARBONAAT 1,4% 500ML INFUUS;NACARBONAAT 14MG/ML INFVLST;infusievloeistof;iv;14.00;mg/ml;14.00;mg;NaBic suppletie||Vloeistofresuscitatie bij brandwonden||Vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, Isotone en hypotone dehydratie, Herstel van het intravasculaire volume als kortdurende behandeling.;39314
39306;B05BB01;BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN;INTRAVENEUZE OPLOSSINGEN;NATRIUMWATERSTOFCARBONAAT;NATRIUMBICARBONAAT 4,2% 100ML FRESENIUS;NACARBONAAT 42MG/ML INFVLST;infusievloeistof;iv||or;42.00;mg/ml;42.00;mg;NaBic suppletie||Vloeistofresuscitatie bij brandwonden||Vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, Isotone en hypotone dehydratie, Herstel van het intravasculaire volume als kortdurende behandeling.;39306
39292;B05BB01;BLOEDVERVANGINGSMIDDELEN EN PERFUSIEVLOEISTOFFEN;INTRAVENEUZE OPLOSSINGEN;NATRIUMWATERSTOFCARBONAAT;NATRIUMBICARBONAAT 8,4% 100ML INFUUS;NACARBONAAT 84MG/ML INFVLST;infusievloeistof;iv;84.00;mg/ml;84.00;mg;NaBic suppletie||Vloeistofresuscitatie bij brandwonden||Vochtsuppletie als het zuur-base-evenwicht niet is verstoord of bij een milde acidose, Isotone en hypotone dehydratie, Herstel van het intravasculaire volume als kortdurende behandeling.;39292
39837;A02BX13;MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN;MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX;ALGINEZUUR/NATRIUMWATERSTOFCARBONAAT;GAVISCON ANIJS SUSPENSIE 200ML;ALGINEZUUR/NAHCO3 SUSPENSIE;suspensie voor oraal gebruik;or;26.70;mg/ml;26.70;mg;Gastro-oesofageale reflux ;39837
113840;J07AH07;VACCINS;BACTERIELE VACCINS;MENINGOKOKKENVACCIN;NEISVAC-C 10 MCG/ST WEGWERPSPUIT;MENINGOKOKVACCIN NEISVAC-C;suspensie voor injectie;im;20.00;mcg/ml;20.00;mcg;RIJKSVACCINATIE PROGRAMMA Men C (meningokokken C)||Vaccinatie meningokokken C||Nimenrix: Vaccinatie tegen invasieve meningokokkenziekten veroorzaakt door Neisseria meningitidis-groepen A, C, W135 en Y.||Menveo:Vaccinatie tegen invasieve meningokokkenziekten veroorzaakt door Neisseria meningitidis-groepen A, C, W135 en Y.;113840
96032;A07AA01;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTIMICROBIELE DARMMIDDELEN;NEOMYCINE;NEOMYCINESULFAAT 375 MG TABLET;NEOMYCINE 375MG TABLET;tablet;or;375.00;mg/stuk;187.50;mg;Selectieve darmdecontaminatie||Hepatisch coma;96032
426;N07AA01;OVERIGE MIDDELEN WERKZAAM OP HET ZENUWSTELSEL;PARASYMPATHICOMIMETICA;NEOSTIGMINE;NEOSTIGMINE METHYLSULFAAT 0.5 MG/ML 1ML;NEOSTIGMINE 0,5MG/ML INJVLS;injectievloeistof;im||iv||sc;0.50;mg/ml;0.50;mg;Antagoneren van niet-depoliserende spierverslappers||Myasthenia Gravis;426
110221;J05AG01;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;NEVIRAPINE;VIRAMUNE 10 MG/ML SUSPENSIE;NEVIRAPINE 10MG/ML SUSP;suspensie voor oraal gebruik;or;10.00;mg/ml;10.00;mg;Neonatale profylaxe bij HIV positieve moeder||HIV;110221
103586;J05AG01;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;NEVIRAPINE;VIRAMUNE 200 MG TABLET;NEVIRAPINE 200MG TABLET;tablet;or;200.00;mg/stuk;100.00;mg;Neonatale profylaxe bij HIV positieve moeder||HIV;103586
137499;J05AG01;ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK;DIRECT WERKENDE ANTIVIRALE MIDDELEN;NEVIRAPINE;VIRAMUNE 400 MG TABLET MVA (RETARD);NEVIRAPINE 400MG TABLET MGA;tablet met gereguleerde afgifte;or;400.00;mg/stuk;400.00;mg;Neonatale profylaxe bij HIV positieve moeder||HIV;137499
89648;C08CA04;CALCIUMANTAGONISTEN;SELECTIEVE CALCIUMANTAGONISTEN MET VNL VASCULAIRE WERKING;NICARDIPINE;CARDENE 1MG/ML AMPUL 5ML;NICARDIPINE 1MG/ML INF CONC;concentraat voor oplossing voor infusie;iv;1.00;mg/ml;1.00;mg;Hypertensieve crisis||Acute hypertensie;89648
54046;C08CA05;CALCIUMANTAGONISTEN;SELECTIEVE CALCIUMANTAGONISTEN MET VNL VASCULAIRE WERKING;NIFEDIPINE;NIFEDIPINE 5 MG CAPSULE;NIFEDIPINE 5MG CAPSULE;capsule;or;5.00;mg/stuk;5.00;mg;Hypertensie||Fenomeen van Raynaud;54046
37834;C08CA05;CALCIUMANTAGONISTEN;SELECTIEVE CALCIUMANTAGONISTEN MET VNL VASCULAIRE WERKING;NIFEDIPINE;NIFEDIPINE 10 MG CAPSULE;NIFEDIPINE 10MG CAPSULE;capsule;or;10.00;mg/stuk;10.00;mg;Hypertensie||Fenomeen van Raynaud;37834
71412;C08CA05;CALCIUMANTAGONISTEN;SELECTIEVE CALCIUMANTAGONISTEN MET VNL VASCULAIRE WERKING;NIFEDIPINE (RETARD);NIFEDIPINE 10 MG TABLET RETARD;NIFEDIPINE 10MG TABLET RET;tablet;or;10.00;mg/stuk;10.00;mg;Hypertensie||Fenomeen van Raynaud;71412
71404;C08CA05;CALCIUMANTAGONISTEN;SELECTIEVE CALCIUMANTAGONISTEN MET VNL VASCULAIRE WERKING;NIFEDIPINE;NIFEDIPINE 20 MG TABLET RETARD;NIFEDIPINE 20MG TABLET RET;tablet;or;20.00;mg/stuk;10.00;mg;Hypertensie||Fenomeen van Raynaud;71404
86061;C08CA05;CALCIUMANTAGONISTEN;SELECTIEVE CALCIUMANTAGONISTEN MET VNL VASCULAIRE WERKING;NIFEDIPINE (RETARD);NIFEDIPINE 30MG TABLET RETARD;NIFEDIPINE 30MG TABLET MGA;tablet met gereguleerde afgifte;or;30.00;mg/stuk;30.00;mg;Hypertensie||Fenomeen van Raynaud;86061
86088;C08CA05;CALCIUMANTAGONISTEN;SELECTIEVE CALCIUMANTAGONISTEN MET VNL VASCULAIRE WERKING;NIFEDIPINE (RETARD);NIFEDIPINE 60 MG TABLET MGA (RETARD);NIFEDIPINE 60MG TABLET MGA;tablet met gereguleerde afgifte;or;60.00;mg/stuk;60.00;mg;Hypertensie||Fenomeen van Raynaud;86088
135216;L01XE08;ONCOLYTICA;OVERIGE ONCOLYTICA;NILOTINIB;TASIGNA 150 MG CAPSULE;NILOTINIB 150MG CAPSULE;capsule;or;150.00;mg/stuk;150.00;mg;Resistente/intolerante Ph+ CML in chronische of acceleratie fase, recidiverende of refractaire Ph+ ALL;135216
129747;L01XE08;ONCOLYTICA;OVERIGE ONCOLYTICA;NILOTINIB;TASIGNA 200 MG CAPSULE;NILOTINIB 200MG CAPSULE;capsule;or;200.00;mg/stuk;200.00;mg;Resistente/intolerante Ph+ CML in chronische of acceleratie fase, recidiverende of refractaire Ph+ ALL;129747
124958;A16AX04;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;NITISINON;ORFADIN 2 MG CAPSULE;NITISINON 2MG CAPSULE;capsule;or;2.00;mg/stuk;2.00;mg;Tyrosinaemie type I;124958
159743;A16AX04;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;NITISINON;ORFADIN 4MG/ML SUSPENSIE;NITISINON 4MG/ML SUSP ORAAL;suspensie voor oraal gebruik;or;4.00;mg/ml;4.00;mg;Tyrosinaemie type I;159743
17701;N05CD02;PSYCHOLEPTICA;HYPNOTICA EN SEDATIVA;NITRAZEPAM;NITRAZEPAM  5 MG TABLET;NITRAZEPAM 5MG TABLET;tablet;or;5.00;mg/stuk;2.50;mg;Syndroom van West||Slaapstoornissen;17701
15695;J01XE01;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;OVERIGE ANTIBACTERIELE MIDDELEN;NITROFURANTOINE;NITROFURANTOINE MC 50 MG CAPSULE;NITROFURANTOINE 50MG CAPS;capsule;or;50.00;mg/stuk;50.00;mg;Behandeling ongecompliceerde urineweginfectie||Profylaxe van recidiverende urineweginfecties||Kortdurende profylaxe bij ingrepen aan de urinewegen (katheterisatie of diagnostiek);15695
93467;J01XE01;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;OVERIGE ANTIBACTERIELE MIDDELEN;NITROFURANTOINE;FURABID 100 MG CAPSULE MGA (RETARD);NITROFURANTOINE 100MG C MGA;capsule met gereguleerde afgifte;or;100.00;mg/stuk;100.00;mg;Behandeling ongecompliceerde urineweginfectie||Profylaxe van recidiverende urineweginfecties||Kortdurende profylaxe bij ingrepen aan de urinewegen (katheterisatie of diagnostiek);93467
145890;J01XE01;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;OVERIGE ANTIBACTERIELE MIDDELEN;NITROFURANTOINE;NITROFURANTOINE 5 MG/ML SUSPENSIE 100 ML;NITROFURANTOINE 5MG/ML SUSP;suspensie voor oraal gebruik;or;5.00;mg/ml;5.00;mg;Behandeling ongecompliceerde urineweginfectie||Profylaxe van recidiverende urineweginfecties||Kortdurende profylaxe bij ingrepen aan de urinewegen (katheterisatie of diagnostiek);145890
